MMMM_YY,Employee_ID,Age,Gender,City,Education_Level,Department,Income,Date_Of_Joining,LastWorkingDate,Joining_Designation,Grade,Total_Business_Value,Quarterly_Rating,Overtime_Flag,Attrition,Tenure_Months,Age_At_Joining,Rating_Increased,Income_Increased,Grade_Change,Overtime_Ratio,Age_scaled,Income_scaled,Tenure_Months_scaled,Total_Business_Value_scaled
01-05-2021,10251,52,1,CHN,2,Operations,74108,12-01-2021,10-07-2022,Analyst,3,10791,3,0,1,4,51.66666667,1,1,0,2,1.355653158,1.102326384,-1.640318276,-0.93863806
01-06-2021,10251,52,1,CHN,2,Operations,74108,12-01-2021,10-07-2022,Analyst,3,13105,3,1,1,5,51.58333333,0,0,0,1.666666667,1.355653158,1.102326384,-1.568451777,-0.90152707
01-07-2021,10251,52,1,CHN,2,Operations,74108,12-01-2021,10-07-2022,Analyst,3,11218,2,0,1,6,51.5,0,0,0,1.428571429,1.355653158,1.102326384,-1.496585279,-0.931790008
01-08-2021,10251,52,1,CHN,2,Operations,74108,12-01-2021,10-07-2022,Analyst,3,48874,2,1,1,7,51.41666667,0,0,0,1.25,1.355653158,1.102326384,-1.42471878,-0.327878408
01-09-2021,10251,52,1,CHN,2,Operations,74108,12-01-2021,10-07-2022,Analyst,3,15481,4,0,1,8,51.33333333,1,0,0,1.111111111,1.355653158,1.102326384,-1.352852282,-0.863421749
01-10-2021,10251,52,1,CHN,2,Operations,74108,12-01-2021,10-07-2022,Analyst,3,9905,4,1,1,9,51.25,0,0,0,1,1.355653158,1.102326384,-1.280985784,-0.952847368
01-11-2021,10251,52,1,CHN,2,Operations,74108,12-01-2021,10-07-2022,Analyst,3,15566,3,0,1,10,51.16666667,0,0,0,0.909090909,1.355653158,1.102326384,-1.209119285,-0.862058554
01-12-2021,10251,52,1,CHN,2,Operations,74108,12-01-2021,10-07-2022,Analyst,3,15104,2,1,1,11,51.08333333,0,0,0,0.833333333,1.355653158,1.102326384,-1.137252787,-0.869467922
01-01-2022,10251,52,1,CHN,2,Operations,74108,12-01-2021,10-07-2022,Analyst,3,41599,2,1,1,12,51,0,0,0,0.769230769,1.355653158,1.102326384,-1.065386288,-0.444551896
01-02-2022,10251,52,1,CHN,2,Operations,74108,12-01-2021,10-07-2022,Analyst,3,11120,3,1,1,13,50.91666667,1,0,0,0.714285714,1.355653158,1.102326384,-0.99351979,-0.933361692
01-03-2022,10251,52,1,CHN,2,Operations,74108,12-01-2021,10-07-2022,Analyst,3,11667,1,0,1,14,50.83333333,0,0,0,0.666666667,1.355653158,1.102326384,-0.921653291,-0.924589129
01-04-2022,10251,52,1,CHN,2,Operations,74108,12-01-2021,10-07-2022,Analyst,3,25796,2,1,1,15,50.75,1,0,0,0.625,1.355653158,1.102326384,-0.849786793,-0.697993978
01-05-2022,10251,52,1,CHN,2,Operations,74108,12-01-2021,10-07-2022,Analyst,3,35392,1,1,1,16,50.66666667,0,0,0,0.588235294,1.355653158,1.102326384,-0.777920294,-0.544097236
01-06-2022,10251,52,1,CHN,2,Operations,74108,12-01-2021,10-07-2022,Analyst,3,19905,4,0,1,17,50.58333333,1,0,0,0.555555556,1.355653158,1.102326384,-0.706053796,-0.792471438
01-07-2022,10251,52,1,CHN,2,Operations,74108,12-01-2021,10-07-2022,Analyst,3,41193,2,0,1,18,50.5,0,0,0,0.526315789,1.355653158,1.102326384,-0.634187298,-0.451063159
01-01-2021,10252,47,0,AHM,1,Retail Banking,46862,31-01-2018,,Manager,1,160137,2,0,0,36,44,0,0,0,0.162162162,0.843055812,-0.553180869,0.659409674,1.456512299
01-02-2021,10252,47,0,AHM,1,Retail Banking,46862,31-01-2018,,Manager,1,229927,2,0,0,37,43.91666667,0,0,0,0.157894737,0.843055812,-0.553180869,0.731276173,2.575775912
01-03-2021,10252,47,0,AHM,1,Retail Banking,46862,31-01-2018,,Manager,1,82798,3,0,0,38,43.83333333,1,0,0,0.153846154,0.843055812,-0.553180869,0.803142671,0.216180896
01-04-2021,10252,47,0,AHM,1,Retail Banking,46862,31-01-2018,,Manager,1,89172,2,0,0,39,43.75,0,0,0,0.15,0.843055812,-0.553180869,0.87500917,0.318404514
01-05-2021,10252,47,0,AHM,1,Retail Banking,46862,31-01-2018,,Manager,1,43874,4,0,0,40,43.66666667,1,0,0,0.146341463,0.843055812,-0.553180869,0.946875668,-0.408066372
01-06-2021,10252,47,0,AHM,1,Retail Banking,46862,31-01-2018,,Manager,1,86300,2,0,0,41,43.58333333,0,0,0,0.142857143,0.843055812,-0.553180869,1.018742167,0.272344547
01-07-2021,10252,47,0,AHM,1,Retail Banking,46862,31-01-2018,,Manager,1,103733,3,1,0,42,43.5,1,0,0,0.139534884,0.843055812,-0.553180869,1.090608665,0.551927905
01-08-2021,10252,47,0,AHM,1,Retail Banking,46862,31-01-2018,,Manager,1,96010,1,0,0,43,43.41666667,0,0,0,0.136363636,0.843055812,-0.553180869,1.162475163,0.428069575
01-09-2021,10252,47,0,AHM,1,Retail Banking,46862,31-01-2018,,Manager,1,82314,3,0,0,44,43.33333333,1,0,0,0.133333333,0.843055812,-0.553180869,1.234341662,0.208418701
01-10-2021,10252,47,0,AHM,1,Retail Banking,46862,31-01-2018,,Manager,1,175164,3,1,0,45,43.25,0,0,0,0.130434783,0.843055812,-0.553180869,1.30620816,1.697509208
01-11-2021,10252,47,0,AHM,1,Retail Banking,46862,31-01-2018,,Manager,1,133832,3,1,0,46,43.16666667,0,0,0,0.127659574,0.843055812,-0.553180869,1.378074659,1.034643416
01-12-2021,10252,47,0,AHM,1,Retail Banking,46862,31-01-2018,,Manager,1,94733,1,1,0,47,43.08333333,0,0,0,0.125,0.843055812,-0.553180869,1.449941157,0.407589568
01-01-2022,10252,47,0,AHM,1,Retail Banking,46862,31-01-2018,,Manager,1,-12627,4,0,0,48,43,1,0,0,0.12244898,0.843055812,-0.553180869,1.521807656,-1.314206413
01-02-2022,10252,47,0,AHM,1,Retail Banking,46862,31-01-2018,,Manager,1,229144,5,0,0,49,42.91666667,1,0,0,0.12,0.843055812,-0.553180869,1.593674154,2.563218477
01-03-2022,10252,47,0,AHM,1,Retail Banking,46862,31-01-2018,,Manager,1,188334,3,0,0,50,42.83333333,0,0,0,0.117647059,0.843055812,-0.553180869,1.665540653,1.908724308
01-04-2022,10252,47,0,AHM,1,Retail Banking,46862,31-01-2018,,Manager,1,-15300,1,1,0,51,42.75,0,0,0,0.115384615,0.843055812,-0.553180869,1.737407151,-1.357074899
01-05-2022,10252,39,0,AHM,1,Retail Banking,46862,31-01-2018,,Manager,1,90603,2,0,0,52,34.66666667,1,0,0,0.113207547,0.022900059,-0.553180869,1.809273649,0.341354309
01-06-2022,10252,47,0,AHM,1,Retail Banking,46862,31-01-2018,,Manager,1,143161,1,0,0,53,42.58333333,0,0,0,0.111111111,0.843055812,-0.553180869,1.881140148,1.184258121
01-07-2022,10252,47,0,AHM,1,Retail Banking,46862,31-01-2018,,Manager,1,216113,3,1,0,54,42.5,1,0,0,0.109090909,0.843055812,-0.553180869,1.953006646,2.354232603
01-08-2022,10252,47,0,AHM,1,Retail Banking,46862,31-01-2018,,Manager,1,67790,2,0,0,55,42.41666667,0,0,0,0.107142857,0.843055812,-0.553180869,2.024873145,-0.024511299
01-09-2022,10252,47,0,AHM,1,Retail Banking,46862,31-01-2018,,Manager,1,102385,1,0,0,56,42.33333333,0,0,0,0.105263158,0.843055812,-0.553180869,2.096739643,0.53030923
01-10-2022,10252,39,0,AHM,1,Retail Banking,46862,31-01-2018,,Manager,1,83293,4,0,0,57,34.25,1,0,0,0.103448276,0.022900059,-0.553180869,2.168606142,0.224119505
01-11-2022,10252,47,0,AHM,1,Retail Banking,46862,31-01-2018,,Manager,1,104604,5,0,0,58,42.16666667,1,0,0,0.101694915,0.843055812,-0.553180869,2.24047264,0.565896648
01-12-2022,10252,47,0,AHM,1,Retail Banking,46862,31-01-2018,,Manager,1,-22872,3,0,0,59,42.08333333,0,0,0,0.1,0.843055812,-0.553180869,2.312339139,-1.478511553
01-01-2021,10253,42,0,DEL,0,Retail Banking,46539,11-07-2018,,Associate Manager,2,161621,1,0,0,30,39.5,0,0,0,0.064516129,0.330458466,-0.572806827,0.228210684,1.480312087
01-02-2021,10253,42,0,DEL,0,Retail Banking,46539,11-07-2018,,Associate Manager,2,201557,3,0,0,31,39.41666667,1,0,0,0.0625,0.330458466,-0.572806827,0.300077182,2.120789399
01-03-2021,10253,42,0,DEL,0,Retail Banking,46539,11-07-2018,,Associate Manager,2,129633,2,0,0,32,39.33333333,0,0,0,0.060606061,0.330458466,-0.572806827,0.371943681,0.967301563
01-04-2021,10253,42,0,DEL,0,Retail Banking,46539,11-07-2018,,Associate Manager,2,146536,3,0,0,33,39.25,1,0,0,0.058823529,0.330458466,-0.572806827,0.443810179,1.238384997
01-05-2021,10253,42,0,DEL,0,Retail Banking,46539,11-07-2018,,Associate Manager,2,-23518,2,0,0,34,39.16666667,0,0,0,0.057142857,0.330458466,-0.572806827,0.515676678,-1.488871838
01-06-2021,10253,42,0,DEL,0,Retail Banking,46539,11-07-2018,,Associate Manager,2,110850,3,0,0,35,39.08333333,1,0,0,0.055555556,0.330458466,-0.572806827,0.587543176,0.666067454
01-07-2021,10253,42,0,DEL,0,Retail Banking,46539,11-07-2018,,Associate Manager,2,165836,2,0,0,36,39,0,0,0,0.054054054,0.330458466,-0.572806827,0.659409674,1.547910541
01-08-2021,10253,42,0,DEL,0,Retail Banking,54299.4249,11-07-2018,,Associate Manager,2,40848,3,0,0,37,38.91666667,1,1,0,0.052631579,0.330458466,-0.101271934,0.731276173,-0.456596129
01-09-2021,10253,42,0,DEL,0,Retail Banking,46539,11-07-2018,,Associate Manager,2,52262,1,0,0,38,38.83333333,0,0,0,0.051282051,0.330458466,-0.572806827,0.803142671,-0.273543043
01-10-2021,10253,42,0,DEL,0,Retail Banking,46539,11-07-2018,,Associate Manager,2,163366,5,0,0,39,38.75,1,0,0,0.05,0.330458466,-0.572806827,0.87500917,1.508297686
01-11-2021,10253,42,0,DEL,0,Retail Banking,46539,11-07-2018,,Associate Manager,2,109100,3,0,0,40,38.66666667,0,0,0,0.048780488,0.330458466,-0.572806827,0.946875668,0.638001666
01-12-2021,10253,42,0,DEL,0,Retail Banking,46539,11-07-2018,,Associate Manager,2,190031,2,0,0,41,38.58333333,0,0,0,0.047619048,0.330458466,-0.572806827,1.018742167,1.935940103
01-01-2022,10253,42,0,DEL,0,Retail Banking,46539,11-07-2018,,Associate Manager,2,154615,2,0,0,42,38.5,0,0,0,0.046511628,0.330458466,-0.572806827,1.090608665,1.36795271
01-02-2022,10253,42,0,DEL,0,Retail Banking,46539,11-07-2018,,Associate Manager,2,236409,2,0,0,43,38.41666667,0,0,0,0.045454545,0.330458466,-0.572806827,1.162475163,2.679731589
01-03-2022,10253,42,0,DEL,0,Retail Banking,46539,11-07-2018,,Associate Manager,2,194733,3,1,0,44,38.33333333,1,0,0,0.044444444,0.330458466,-0.572806827,1.234341662,2.011348865
01-04-2022,10253,42,0,DEL,0,Retail Banking,46539,11-07-2018,,Associate Manager,2,183488,2,0,0,45,38.25,0,0,0,0.043478261,0.330458466,-0.572806827,1.30620816,1.831006132
01-05-2022,10253,42,0,DEL,0,Retail Banking,46539,11-07-2018,,Associate Manager,2,126602,2,0,0,46,38.16666667,0,0,0,0.042553191,0.330458466,-0.572806827,1.378074659,0.918691619
01-06-2022,10253,42,0,DEL,0,Retail Banking,46539,11-07-2018,,Associate Manager,2,57433,4,0,0,47,38.08333333,1,0,0,0.041666667,0.330458466,-0.572806827,1.449941157,-0.190612649
01-07-2022,10253,42,0,DEL,0,Retail Banking,46539,11-07-2018,,Associate Manager,2,146280,3,0,0,48,38,0,0,0,0.040816327,0.330458466,-0.572806827,1.521807656,1.234279373
01-08-2022,10253,42,0,DEL,0,Retail Banking,46539,11-07-2018,,Associate Manager,2,92952,3,0,0,49,37.91666667,0,0,0,0.04,0.330458466,-0.572806827,1.593674154,0.379026615
01-09-2022,10253,42,0,DEL,0,Retail Banking,46539,11-07-2018,,Associate Manager,2,42304,5,0,0,50,37.83333333,1,0,0,0.039215686,0.330458466,-0.572806827,1.665540653,-0.433245393
01-10-2022,10253,42,0,DEL,0,Retail Banking,46539,11-07-2018,,Associate Manager,2,-39008,4,1,0,51,37.75,0,0,0,0.038461538,0.330458466,-0.572806827,1.737407151,-1.737294153
01-11-2022,10253,42,0,DEL,0,Retail Banking,46539,11-07-2018,,Associate Manager,2,67870,1,0,0,52,37.66666667,0,0,0,0.037735849,0.330458466,-0.572806827,1.809273649,-0.023228292
01-12-2022,10253,42,0,DEL,0,Retail Banking,46539,11-07-2018,,Associate Manager,2,7377,4,0,0,53,37.58333333,1,0,0,0.037037037,0.330458466,-0.572806827,1.881140148,-0.993390403
01-01-2021,10254,35,1,PUN,0,Retail Banking,59785,30-04-2019,,Deputy Manager,2,90701,1,0,0,21,33.25,0,0,0,0.318181818,-0.387177818,0.232039722,-0.418587802,0.342925993
01-02-2021,10254,35,1,PUN,0,Retail Banking,59785,30-04-2019,,Deputy Manager,2,215533,3,0,0,22,33.16666667,1,0,0,0.304347826,-0.387177818,0.232039722,-0.346721304,2.344930799
01-03-2021,10254,35,1,PUN,0,Retail Banking,59785,30-04-2019,,Deputy Manager,2,83505,3,0,0,23,33.08333333,0,0,0,0.291666667,-0.387177818,0.232039722,-0.274854805,0.227519474
01-04-2021,10254,35,1,PUN,0,Retail Banking,54299.4249,30-04-2019,,Deputy Manager,2,148175,3,0,0,24,33,0,0,0,0.28,-0.387177818,-0.101271934,-0.202988307,1.264670612
01-05-2021,10254,35,1,PUN,0,Retail Banking,54299.4249,30-04-2019,,Deputy Manager,2,109320,3,0,0,25,32.91666667,0,0,0,0.269230769,-0.387177818,-0.101271934,-0.131121808,0.641529937
01-06-2021,10254,35,1,PUN,0,Retail Banking,59785,30-04-2019,,Deputy Manager,2,64943,1,1,0,26,32.83333333,0,1,0,0.259259259,-0.387177818,0.232039722,-0.05925531,-0.070170326
01-07-2021,10254,35,1,PUN,0,Retail Banking,59785,30-04-2019,,Deputy Manager,2,131224,4,0,0,27,32.75,1,0,0,0.25,-0.387177818,0.232039722,0.012611188,0.992817373
01-08-2021,10254,35,1,PUN,0,Retail Banking,59785,30-04-2019,,Deputy Manager,2,187090,2,1,0,28,32.66666667,0,0,0,0.24137931,-0.387177818,0.232039722,0.084477687,1.888773542
01-09-2021,10254,35,1,PUN,0,Retail Banking,54299.4249,30-04-2019,,Deputy Manager,2,106479,2,0,0,29,32.58333333,0,0,0,0.233333333,-0.387177818,-0.101271934,0.156344185,0.595967135
01-10-2021,10254,35,1,PUN,0,Retail Banking,59785,30-04-2019,,Deputy Manager,2,93517,3,0,0,30,32.5,1,1,0,0.225806452,-0.387177818,0.232039722,0.228210684,0.388087855
01-11-2021,10254,35,1,PUN,0,Retail Banking,59785,30-04-2019,,Deputy Manager,2,108738,3,0,0,31,32.41666667,0,0,0,0.21875,-0.387177818,0.232039722,0.300077182,0.632196058
01-12-2021,10254,35,1,PUN,0,Retail Banking,59785,30-04-2019,,Deputy Manager,2,130888,1,0,0,32,32.33333333,0,0,0,0.212121212,-0.387177818,0.232039722,0.371943681,0.987428742
01-01-2022,10254,35,1,PUN,0,Retail Banking,59785,30-04-2019,,Deputy Manager,2,129936,2,0,0,33,32.25,1,0,0,0.205882353,-0.387177818,0.232039722,0.443810179,0.972160954
01-02-2022,10254,35,1,PUN,0,Retail Banking,59785,30-04-2019,,Deputy Manager,2,103138,4,0,0,34,32.16666667,1,0,0,0.2,-0.387177818,0.232039722,0.515676678,0.542385537
01-03-2022,10254,35,1,PUN,0,Retail Banking,59785,30-04-2019,,Deputy Manager,2,112380,2,1,0,35,32.08333333,0,0,0,0.194444444,-0.387177818,0.232039722,0.587543176,0.690604971
01-04-2022,10254,35,1,PUN,0,Retail Banking,59785,30-04-2019,,Deputy Manager,2,155670,2,0,0,36,32,0,0,0,0.189189189,-0.387177818,0.232039722,0.659409674,1.384872371
01-05-2022,10254,35,1,PUN,0,Retail Banking,59785,30-04-2019,,Deputy Manager,2,-31629,3,1,0,37,31.91666667,1,0,0,0.184210526,-0.387177818,0.232039722,0.731276173,-1.618952754
01-06-2022,10254,35,1,PUN,0,Retail Banking,59785,30-04-2019,,Deputy Manager,2,162936,3,0,0,38,31.83333333,0,0,0,0.179487179,-0.387177818,0.232039722,0.803142671,1.501401521
01-07-2022,10254,35,1,PUN,0,Retail Banking,59785,30-04-2019,,Deputy Manager,2,122037,2,1,0,39,31.75,0,0,0,0.175,-0.387177818,0.232039722,0.87500917,0.845480007
01-08-2022,10254,35,1,PUN,0,Retail Banking,59785,30-04-2019,,Deputy Manager,2,165987,2,1,0,40,31.66666667,0,0,0,0.170731707,-0.387177818,0.232039722,0.946875668,1.550332218
01-09-2022,10254,35,1,PUN,0,Retail Banking,59785,30-04-2019,,Deputy Manager,2,167918,4,1,0,41,31.58333333,1,0,0,0.166666667,-0.387177818,0.232039722,1.018742167,1.58130081
01-10-2022,10254,35,1,PUN,0,Retail Banking,59785,30-04-2019,,Deputy Manager,2,175382,4,0,0,42,31.5,0,0,0,0.162790698,-0.387177818,0.232039722,1.090608665,1.701005403
01-11-2022,10254,35,1,PUN,0,Retail Banking,59785,30-04-2019,,Deputy Manager,2,51642,3,0,0,43,31.41666667,0,0,0,0.159090909,-0.387177818,0.232039722,1.162475163,-0.28348635
01-12-2022,10254,35,1,PUN,0,Retail Banking,59785,30-04-2019,,Deputy Manager,2,228264,4,0,0,44,31.33333333,1,0,0,0.155555556,-0.387177818,0.232039722,1.234341662,2.549105395
01-01-2021,10255,31,1,HYD,2,HR & Admin,47139,07-12-2018,31-10-2021,Deputy Manager,2,38879,2,0,1,25,28.91666667,0,0,0,0.038461538,-0.797255694,-0.53634994,-0.131121808,-0.488174149
01-02-2021,10255,31,1,HYD,2,HR & Admin,56687.6398,07-12-2018,31-10-2021,Deputy Manager,2,66524,3,0,1,26,28.83333333,1,1,0,0.037037037,-0.797255694,0.043839536,-0.05925531,-0.044814892
01-03-2021,10255,31,1,HYD,2,HR & Admin,51105,07-12-2018,31-10-2021,Deputy Manager,2,12499,3,0,1,27,28.75,0,0,0,0.035714286,-0.797255694,-0.295369915,0.012611188,-0.911245852
01-04-2021,10255,31,1,HYD,2,HR & Admin,51105,07-12-2018,31-10-2021,Deputy Manager,2,66543,3,0,1,28,28.66666667,0,0,0,0.034482759,-0.797255694,-0.295369915,0.084477687,-0.044510177
01-05-2021,10255,31,1,HYD,2,HR & Admin,56687.6398,07-12-2018,31-10-2021,Deputy Manager,2,60478,3,0,1,29,28.58333333,0,1,0,0.033333333,-0.797255694,0.043839536,0.156344185,-0.141778179
01-06-2021,10255,31,1,HYD,2,HR & Admin,51105,07-12-2018,31-10-2021,Deputy Manager,2,79820,2,1,1,30,28.5,0,0,0,0.032258065,-0.797255694,-0.295369915,0.228210684,0.168420944
01-07-2021,10255,39,1,HYD,2,HR & Admin,51105,07-12-2018,31-10-2021,Deputy Manager,2,36052,3,0,1,31,36.41666667,1,0,0,0.03125,0.022900059,-0.295369915,0.300077182,-0.533512425
01-08-2021,10255,31,1,HYD,2,HR & Admin,51105,07-12-2018,31-10-2021,Deputy Manager,2,-2379,3,0,1,32,28.33333333,0,0,0,0.03030303,-0.797255694,-0.295369915,0.371943681,-1.14985316
01-09-2021,10255,31,1,HYD,2,HR & Admin,51105,07-12-2018,31-10-2021,Deputy Manager,2,70653,3,0,1,33,28.25,0,0,0,0.029411765,-0.797255694,-0.295369915,0.443810179,0.02140433
01-10-2021,10255,31,1,HYD,2,HR & Admin,56687.6398,07-12-2018,31-10-2021,Deputy Manager,2,95619,3,0,1,34,28.16666667,0,1,0,0.028571429,-0.797255694,0.043839536,0.515676678,0.421798876
01-01-2021,10256,25,0,AHM,1,IT & Digital,53809,12-04-2020,,Associate Manager,2,64619,3,0,0,9,24.25,0,0,0,0.5,-1.412372509,-0.131070876,-1.280985784,-0.075366506
01-02-2021,10256,25,0,AHM,1,IT & Digital,53809,12-04-2020,,Associate Manager,2,120285,4,0,0,10,24.16666667,1,0,0,0.454545455,-1.412372509,-0.131070876,-1.209119285,0.817382144
01-03-2021,10256,25,0,AHM,1,IT & Digital,53809,12-04-2020,,Associate Manager,2,18674,3,0,0,11,24.08333333,0,0,0,0.416666667,-1.412372509,-0.131070876,-1.137252787,-0.812213715
01-04-2021,10256,25,0,AHM,1,IT & Digital,53809,12-04-2020,,Associate Manager,2,-16774,4,0,0,12,24,1,0,0,0.384615385,-1.412372509,-0.131070876,-1.065386288,-1.380714311
01-05-2021,10256,25,0,AHM,1,IT & Digital,53809,12-04-2020,,Associate Manager,2,86861,4,1,0,13,23.91666667,0,0,0,0.357142857,-1.412372509,-0.131070876,-0.99351979,0.281341636
01-06-2021,10256,25,0,AHM,1,IT & Digital,53809,12-04-2020,,Associate Manager,2,53766,4,1,0,14,23.83333333,0,0,0,0.333333333,-1.412372509,-0.131070876,-0.921653291,-0.249422503
01-07-2021,10256,25,0,AHM,1,IT & Digital,53809,12-04-2020,,Associate Manager,2,47561,2,0,0,15,23.75,0,0,0,0.3125,-1.412372509,-0.131070876,-0.849786793,-0.348935767
01-08-2021,10256,25,0,AHM,1,IT & Digital,53809,12-04-2020,,Associate Manager,2,77246,3,0,0,16,23.66666667,1,0,0,0.294117647,-1.412372509,-0.131070876,-0.777920294,0.12714018
01-09-2021,10256,25,0,AHM,1,IT & Digital,53809,12-04-2020,,Associate Manager,2,38602,3,0,0,17,23.58333333,0,0,0,0.277777778,-1.412372509,-0.131070876,-0.706053796,-0.492616562
01-10-2021,10256,25,0,AHM,1,IT & Digital,53809,12-04-2020,,Associate Manager,2,75802,3,0,0,18,23.5,0,0,0,0.263157895,-1.412372509,-0.131070876,-0.634187298,0.103981896
01-11-2021,10256,25,0,AHM,1,IT & Digital,53809,12-04-2020,,Associate Manager,3,24914,3,0,0,19,23.41666667,0,0,1,0.25,-1.412372509,-0.131070876,-0.562320799,-0.712139135
01-12-2021,10256,25,0,AHM,1,IT & Digital,53809,12-04-2020,,Associate Manager,3,78434,3,0,0,20,23.33333333,0,0,1,0.238095238,-1.412372509,-0.131070876,-0.490454301,0.146192841
01-01-2022,10256,25,0,AHM,1,IT & Digital,53809,12-04-2020,,Associate Manager,3,-12795,2,0,0,21,23.25,0,0,1,0.227272727,-1.412372509,-0.131070876,-0.418587802,-1.316900728
01-02-2022,10256,25,0,AHM,1,IT & Digital,53809,12-04-2020,,Associate Manager,3,65342,4,1,0,22,23.16666667,1,0,1,0.217391304,-1.412372509,-0.131070876,-0.346721304,-0.063771327
01-03-2022,10256,25,0,AHM,1,IT & Digital,53809,12-04-2020,,Associate Manager,3,17695,3,0,0,23,23.08333333,0,0,1,0.208333333,-1.412372509,-0.131070876,-0.274854805,-0.827914519
01-04-2022,10256,25,0,AHM,1,IT & Digital,53809,12-04-2020,,Associate Manager,3,58257,4,0,0,24,23,1,0,1,0.2,-1.412372509,-0.131070876,-0.202988307,-0.177397673
01-05-2022,10256,25,0,AHM,1,IT & Digital,53809,12-04-2020,,Associate Manager,3,92728,2,1,0,25,22.91666667,0,0,1,0.192307692,-1.412372509,-0.131070876,-0.131121808,0.375434194
01-06-2022,10256,25,0,AHM,1,IT & Digital,53809,12-04-2020,,Associate Manager,3,38117,3,0,0,26,22.83333333,1,0,1,0.185185185,-1.412372509,-0.131070876,-0.05925531,-0.500394795
01-07-2022,10256,25,0,AHM,1,IT & Digital,53809,12-04-2020,,Associate Manager,3,-10456,3,0,0,27,22.75,0,0,1,0.178571429,-1.412372509,-0.131070876,0.012611188,-1.279388798
01-08-2022,10256,25,0,AHM,1,IT & Digital,53809,12-04-2020,,Associate Manager,3,57855,3,0,0,28,22.66666667,0,0,1,0.172413793,-1.412372509,-0.131070876,0.084477687,-0.183844785
01-09-2022,10256,25,0,AHM,1,IT & Digital,53809,12-04-2020,,Associate Manager,3,-6161,3,0,0,29,22.58333333,0,0,1,0.166666667,-1.412372509,-0.131070876,0.156344185,-1.210507336
01-10-2022,10256,25,0,AHM,1,IT & Digital,53809,12-04-2020,,Associate Manager,3,24499,3,1,0,30,22.5,0,0,1,0.161290323,-1.412372509,-0.131070876,0.228210684,-0.718794736
01-11-2022,10256,25,0,AHM,1,IT & Digital,53809,12-04-2020,,Associate Manager,3,52024,3,0,0,31,22.41666667,0,0,1,0.15625,-1.412372509,-0.131070876,0.300077182,-0.27735999
01-12-2022,10256,25,0,AHM,1,IT & Digital,53809,12-04-2020,,Associate Manager,3,-11226,3,0,0,32,22.33333333,0,0,1,0.151515152,-1.412372509,-0.131070876,0.371943681,-1.291737745
01-01-2021,10257,29,1,MUM,1,HR & Admin,92794,21-09-2020,,Senior Analyst,1,122349,4,0,0,4,28.66666667,0,0,0,0.4,-1.002294632,2.237715379,-1.640318276,0.850483736
01-02-2021,10257,29,1,MUM,1,HR & Admin,92794,21-09-2020,,Senior Analyst,1,27296,3,0,0,5,28.58333333,0,0,0,0.333333333,-1.002294632,2.237715379,-1.568451777,-0.673937589
01-03-2021,10257,29,1,MUM,1,HR & Admin,56687.6398,21-09-2020,,Senior Analyst,1,6597,4,0,0,6,28.5,1,0,0,0.285714286,-1.002294632,0.043839536,-1.496585279,-1.005899725
01-04-2021,10257,29,1,MUM,1,HR & Admin,92794,21-09-2020,,Senior Analyst,1,29116,2,0,0,7,28.41666667,0,1,0,0.25,-1.002294632,2.237715379,-1.42471878,-0.644749169
01-05-2021,10257,29,1,MUM,1,HR & Admin,92794,21-09-2020,,Senior Analyst,1,41599,2,0,0,8,28.33333333,0,0,0,0.222222222,-1.002294632,2.237715379,-1.352852282,-0.444551896
01-06-2021,10257,29,1,MUM,1,HR & Admin,92794,21-09-2020,,Senior Analyst,1,50379,2,0,0,9,28.25,0,0,0,0.2,-1.002294632,2.237715379,-1.280985784,-0.30374183
01-07-2021,10257,29,1,MUM,1,HR & Admin,92794,21-09-2020,,Senior Analyst,1,31360,3,0,0,10,28.16666667,1,0,0,0.181818182,-1.002294632,2.237715379,-1.209119285,-0.608760811
01-08-2021,10257,29,1,MUM,1,HR & Admin,92794,21-09-2020,,Senior Analyst,1,43074,2,0,0,11,28.08333333,0,0,0,0.166666667,-1.002294632,2.237715379,-1.137252787,-0.420896447
01-09-2021,10257,29,1,MUM,1,HR & Admin,92794,21-09-2020,,Senior Analyst,1,45547,3,1,0,12,28,1,0,0,0.153846154,-1.002294632,2.237715379,-1.065386288,-0.381235479
01-10-2021,10257,29,1,MUM,1,HR & Admin,92794,21-09-2020,,Senior Analyst,1,67574,3,0,0,13,27.91666667,0,0,0,0.142857143,-1.002294632,2.237715379,-0.99351979,-0.027975419
01-11-2021,10257,29,1,MUM,1,HR & Admin,92794,21-09-2020,,Senior Analyst,1,91635,3,0,0,14,27.83333333,0,0,0,0.133333333,-1.002294632,2.237715379,-0.921653291,0.357905105
01-12-2021,10257,29,1,MUM,1,HR & Admin,92794,21-09-2020,,Senior Analyst,1,35804,2,0,0,15,27.75,0,0,0,0.125,-1.002294632,2.237715379,-0.849786793,-0.537489748
01-01-2022,10257,29,1,MUM,1,HR & Admin,92794,21-09-2020,,Senior Analyst,1,42280,4,0,0,16,27.66666667,1,0,0,0.117647059,-1.002294632,2.237715379,-0.777920294,-0.433630296
01-02-2022,10257,29,1,MUM,1,HR & Admin,92794,21-09-2020,,Senior Analyst,1,43910,1,0,0,17,27.58333333,0,0,0,0.111111111,-1.002294632,2.237715379,-0.706053796,-0.407489019
01-03-2022,10257,29,1,MUM,1,HR & Admin,92794,21-09-2020,,Senior Analyst,1,-28513,3,0,0,18,27.5,1,0,0,0.105263158,-1.002294632,2.237715379,-0.634187298,-1.568979614
